OBSERVATIONS

Stations
  Stnr Name          Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99790 ISFJORD RADIO Sep 1934                            7  78.0625   13.6192 NORWAY                                                       


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD     FF                                               
 99790 2014   11   21         6 1005.3 -999.5 -999.5  -4.4 -999.5     42    9.7                                               
 99790 2014   11   21        12 1008.8 -999.5 -999.5  -3.5 -999.5     45    2.7                                                
 99790 2014   11   21        18 1011.3 -999.5 -999.5  -3.0 -999.5    218    6.6                                                 
 99790 2014   11   22         0 1010.9 -999.5 -999.5  -1.9 -999.5    180    8.4                                                
 99790 2014   11   22         6 1009.6 -999.5 -999.5   0.9 -999.5    170   14.2                                                
 99790 2014   11   22        12 1011.3 -999.5 -999.5   0.8 -999.5    183    7.6                                                
 99790 2014   11   22        18 1012.0 -999.5 -999.5   1.1 -999.5    169    9.2                                                
 99790 2014   11   23         0 1011.9 -999.5 -999.5   0.7 -999.5    181    7.4                                               
 99790 2014   11   23         6 1011.6 -999.5 -999.5   1.7 -999.5    238    9.2                                               
 99790 2014   11   23        12 1009.2 -999.5 -999.5   1.1 -999.5    185    9.9                                                
 99790 2014   11   23        18 1003.0 -999.5 -999.5   1.9 -999.5    220   13.6                                                 
 99790 2014   11   24         0 1003.5 -999.5 -999.5  -3.8 -999.5    281    6.3                                                
 99790 2014   11   24         6 1006.3 -999.5 -999.5  -4.2 -999.5    262    1.6                                                
 99790 2014   11   24        12 1008.0 -999.5 -999.5  -2.9 -999.5    231    4.6                                                 
 99790 2014   11   24        18 1006.2 -999.5 -999.5  -3.7 -999.5     43    5.7                                                
 99790 2014   11   25         0 1006.4 -999.5 -999.5  -3.1 -999.5     42    6.4                                               
 99790 2014   11   25         6 1006.9 -999.5 -999.5   0.3 -999.5    172    8.1                                               
 99790 2014   11   25        12 1007.9 -999.5 -999.5   0.6 -999.5    165    4.6                                                
 99790 2014   11   25        18 1007.7 -999.5 -999.5   0.5 -999.5    178    3.4                                                
 99790 2014   11   26         0 1007.1 -999.5 -999.5   0.3 -999.5     37    4.3                                              
 99790 2014   11   26         6 1004.1 -999.5 -999.5   0.9 -999.5     95    8.4                                              
 99790 2014   11   26        12 1002.0 -999.5 -999.5   0.2 -999.5     36    5.4                                               
 99790 2014   11   26        18  999.6 -999.5 -999.5   0.3 -999.5     29    2.3                                              
 99790 2014   11   27         0  996.7 -999.5 -999.5   2.6 -999.5    168   11.5                                               
 99790 2014   11   27         6  993.6 -999.5 -999.5   3.2 -999.5    163   14.1                                               
 99790 2014   11   27        12  991.0 -999.5 -999.5   2.0 -999.5    184   10.7                                                
 99790 2014   11   27        18  995.5 -999.5 -999.5  -0.2 -999.5    286    4.9                                                
 99790 2014   11   28         0  997.1 -999.5 -999.5  -1.5 -999.5    168    5.1                                               
 99790 2014   11   28         6  994.8 -999.5 -999.5  -0.1 -999.5    165    7.7                                               
 99790 2014   11   28        12  998.3 -999.5 -999.5  -1.4 -999.5    298    2.5                                                
 99790 2014   11   28        18 1011.4 -999.5 -999.5  -5.3 -999.5    310   14.0                                                  
 99790 2014   11   29         0 1020.2 -999.5 -999.5  -5.7 -999.5    320    8.6                                                
 99790 2014   11   29         6 1024.6 -999.5 -999.5  -5.3 -999.5    301    3.1                                                
 99790 2014   11   29        12 1026.7 -999.5 -999.5  -3.7 -999.5    165    4.0                                                 
 99790 2014   11   29        18 1028.3 -999.5 -999.5  -2.4 -999.5    180    4.0                                                 
 99790 2014   11   30         0 1029.1 -999.5 -999.5  -0.8 -999.5    163    4.8                                                
 99790 2014   11   30         6 1028.7 -999.5 -999.5   0.2 -999.5     90    5.7                                              
 99790 2014   11   30        12 1029.1 -999.5 -999.5  -1.0 -999.5     38    7.7                                                
 99790 2014   11   30        18 1027.9 -999.5 -999.5   0.2 -999.5    189    5.3                                                
 99790 2014   12    1         0 1025.7 -999.5 -999.5  -3.6 -999.5    168    3.3                                               
 99790 2014   12    1         6 1022.3 -999.5 -999.5  -2.3 -999.5     99    5.9                                              
 99790 2014   12    1        12 1019.7 -999.5 -999.5  -0.3 -999.5     92    7.6                                               
 99790 2014   12    1        18 1015.4 -999.5 -999.5  -0.3 -999.5     94   19.5                                                
 99790 2014   12    2         0 1014.6 -999.5 -999.5  -0.6 -999.5    102   15.6                                                
 99790 2014   12    2         6 1012.7 -999.5 -999.5  -1.3 -999.5    104    9.2                                               
 99790 2014   12    2        12 1009.5 -999.5 -999.5  -2.1 -999.5     73   12.7                                                
 99790 2014   12    2        18 1007.4 -999.5 -999.5  -3.2 -999.5     67    9.4                                               
 99790 2014   12    3         0 1005.5 -999.5 -999.5  -5.8 -999.5     63   10.8                                               
 99790 2014   12    3         6 1003.5 -999.5 -999.5  -5.9 -999.5     62   14.9                                               
 99790 2014   12    3        12 1004.5 -999.5 -999.5  -8.5 -999.5     67   13.9                                                
 99790 2014   12    3        18 1006.6 -999.5 -999.5  -8.8 -999.5     54   11.1                                                
 99790 2014   12    4         0 1009.6 -999.5 -999.5  -8.2 -999.5     65   13.4                                               
 99790 2014   12    4         6 1012.4 -999.5 -999.5  -7.7 -999.5     57   12.8                                               
 99790 2014   12    4        12 1014.3 -999.5 -999.5  -8.2 -999.5     78    8.0                                               
 99790 2014   12    4        18 1012.9 -999.5 -999.5  -7.2 -999.5     65   10.7                                                
 99790 2014   12    5         0 1011.3 -999.5 -999.5  -6.7 -999.5     67    8.5                                              
 99790 2014   12    5         6 1005.3 -999.5 -999.5  -5.9 -999.5     35   12.9                                               
 99790 2014   12    5        12  996.9 -999.5 -999.5  -4.6 -999.5     60    9.0                                              
 99790 2014   12    5        18  988.1 -999.5 -999.5  -5.7 -999.5     63   16.2                                               
 99790 2014   12    6         0  984.1 -999.5 -999.5  -6.9 -999.5     78   11.9                                              
 99790 2014   12    6         6  980.3 -999.5 -999.5  -6.4 -999.5     40   16.0                                              
 99790 2014   12    6        12  978.1 -999.5 -999.5  -5.3 -999.5     58   13.0                                               
 99790 2014   12    6        18  976.2 -999.5 -999.5  -7.0 -999.5     95    2.7                                              
 99790 2014   12    7         0  973.2 -999.5 -999.5  -4.7 -999.5     43    8.9                                             
